[2026-03-19T16:36:34.508Z] GET http://localhost:3000/ → 200 (80ms, 53122B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_react-dom_09771519._.js → 200 (41ms, 1048468B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_react-server-dom-turbopack_d02bf5d5._.js → 200 (8ms, 171348B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_next-devtools_index_cb57f504.js → 200 (41ms, 816073B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_bd962a6d._.js → 200 (23ms, 145631B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_client_a31fcd97._.js → 200 (32ms, 634911B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_52ea5e9f._.js → 200 (24ms, 213608B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/3b8a9_%40swc_helpers_cjs_c61ebb71._.js → 200 (23ms, 2026B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_a0ff3932._.js → 200 (23ms, 734B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/turbopack-Documents_snacksandsipsweb_df805113._.js → 200 (26ms, 75001B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_71eaacc2._.js → 200 (27ms, 129895B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_client_components_builtin_global-error_16a6d191.js → 200 (27ms, 255B)
[2026-03-19T16:37:04.450Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_2a95ea06._.js → 200 (33ms, 68260B)
[2026-03-19T16:37:04.451Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_layout_tsx_16a6d191._.js → 200 (30ms, 341B)
[2026-03-19T16:37:04.451Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_cdfa362e._.js → 200 (40ms, 136864B)
[2026-03-19T16:37:04.451Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_boards_page_tsx_7afd8e66._.js → 200 (31ms, 255B)
[2026-03-19T16:37:04.451Z] GET https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,500;0,600;0,700;1,400;1,500&family=Inter:wght@300;400;500;600&display=swap → 200 (?ms, 20018B)
[2026-03-19T16:37:04.470Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-03-19T16:37:04.470Z] GET https://fonts.gstatic.com/s/playfairdisplay/v40/nuFkD-vYSZviVYUb_rj3ij__anPXDTnogkk7yRZrPA.woff2 → 200 (?ms, ?B)
[2026-03-19T16:37:04.471Z] GET https://fonts.gstatic.com/s/playfairdisplay/v40/nuFiD-vYSZviVYUb_rj3ij__anPXDTzYgEM86xQ.woff2 → 200 (?ms, ?B)
[2026-03-19T16:37:04.471Z] GET http://localhost:3000/_next/image?url=%2Fimages%2Fcharcuterie-board-closeup.jpg&w=640&q=75 → 304 (12ms, ?B)
[2026-03-19T16:37:04.473Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0428.JPEG&w=640&q=75 → 200 (118ms, 35784B)
[2026-03-19T16:37:04.473Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0186.JPEG&w=640&q=75 → 200 (104ms, 17532B)
[2026-03-19T16:37:04.498Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (15ms, 15433B)
[2026-03-19T16:37:04.498Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_e0464970._.js → 200 (15ms, 288B)
[2026-03-19T16:37:12.663Z] GET http://localhost:3000/_next/image?url=%2Fimages%2Fthree-boards-lineup.jpg&w=640&q=75 → 200 (63ms, 90288B)
[2026-03-19T16:37:17.957Z] GET http://localhost:3000/about → 200 (31ms, 71207B)
[2026-03-19T16:37:17.991Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_globals_3dde203c.css → 200 (5ms, 44533B)
[2026-03-19T16:37:17.991Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_6439aca5._.js → 200 (4ms, 671B)
[2026-03-19T16:37:17.991Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_react-dom_09771519._.js → 200 (45ms, ?B)
[2026-03-19T16:37:17.991Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_react-server-dom-turbopack_d02bf5d5._.js → 200 (15ms, 171348B)
[2026-03-19T16:37:17.991Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_next-devtools_index_cb57f504.js → 200 (45ms, ?B)
[2026-03-19T16:37:17.991Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_bd962a6d._.js → 200 (16ms, 145631B)
[2026-03-19T16:37:17.991Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_client_a31fcd97._.js → 200 (33ms, 634911B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_52ea5e9f._.js → 200 (22ms, 213608B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/_next/static/chunks/3b8a9_%40swc_helpers_cjs_c61ebb71._.js → 200 (17ms, 2026B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_a0ff3932._.js → 200 (19ms, 734B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/_next/static/chunks/turbopack-Documents_snacksandsipsweb_df805113._.js → 200 (26ms, 75001B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_71eaacc2._.js → 200 (27ms, 129895B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_client_components_builtin_global-error_16a6d191.js → 200 (26ms, 255B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_2a95ea06._.js → 200 (29ms, 68260B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_layout_tsx_16a6d191._.js → 200 (26ms, 341B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_cdfa362e._.js → 200 (32ms, 136864B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_about_page_tsx_7afd8e66._.js → 200 (29ms, 255B)
[2026-03-19T16:37:17.992Z] GET https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,500;0,600;0,700;1,400;1,500&family=Inter:wght@300;400;500;600&display=swap → 200 (?ms, 20018B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/videos/Cart.mov → 206 (30ms, ?B)
[2026-03-19T16:37:17.992Z] GET http://localhost:3000/videos/PinkDrink.mov → 206 (31ms, ?B)
[2026-03-19T16:37:17.993Z] GET http://localhost:3000/videos/MiddleEasternBoards.mov → 206 (41ms, ?B)
[2026-03-19T16:37:18.000Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-03-19T16:37:18.000Z] GET https://fonts.gstatic.com/s/playfairdisplay/v40/nuFkD-vYSZviVYUb_rj3ij__anPXDTnogkk7yRZrPA.woff2 → 200 (?ms, ?B)
[2026-03-19T16:37:18.000Z] GET https://fonts.gstatic.com/s/playfairdisplay/v40/nuFiD-vYSZviVYUb_rj3ij__anPXDTzYgEM86xQ.woff2 → 200 (?ms, ?B)
[2026-03-19T16:37:18.000Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0348.jpeg&w=640&q=75 → pending (?ms, ?B)
[2026-03-19T16:37:18.024Z] GET http://localhost:3000/videos/Cart.mov → 206 (10ms, ?B)
[2026-03-19T16:37:18.024Z] GET http://localhost:3000/videos/PinkDrink.mov → 206 (10ms, ?B)
[2026-03-19T16:37:18.036Z] GET http://localhost:3000/videos/PinkDrink.mov → pending (?ms, ?B)
[2026-03-19T16:37:18.041Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (22ms, 15433B)
[2026-03-19T16:37:18.041Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_e0464970._.js → 200 (22ms, 288B)
[2026-03-19T16:37:18.042Z] GET http://localhost:3000/videos/Cart.mov → 206 (12ms, 89910B)
[2026-03-19T16:37:24.767Z] GET http://localhost:3000/gallery → 200 (23ms, 56238B)
[2026-03-19T16:37:24.793Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_globals_3dde203c.css → 200 (6ms, 44533B)
[2026-03-19T16:37:24.793Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_6439aca5._.js → 200 (5ms, 671B)
[2026-03-19T16:37:24.793Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_react-dom_09771519._.js → 200 (46ms, 1048468B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_react-server-dom-turbopack_d02bf5d5._.js → 200 (15ms, 171348B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_next-devtools_index_cb57f504.js → 200 (45ms, 816073B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_bd962a6d._.js → 200 (15ms, 145631B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_client_a31fcd97._.js → 200 (32ms, 634911B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_52ea5e9f._.js → 200 (22ms, 213608B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/3b8a9_%40swc_helpers_cjs_c61ebb71._.js → 200 (18ms, 2026B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_a0ff3932._.js → 200 (16ms, 734B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/turbopack-Documents_snacksandsipsweb_df805113._.js → 200 (21ms, 75001B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_71eaacc2._.js → 200 (22ms, 129895B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_client_components_builtin_global-error_16a6d191.js → 200 (27ms, 255B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_2a95ea06._.js → 200 (27ms, 68260B)
[2026-03-19T16:37:24.794Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_layout_tsx_16a6d191._.js → 200 (27ms, 341B)
[2026-03-19T16:37:24.795Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_051026d0._.js → 200 (30ms, 141416B)
[2026-03-19T16:37:24.795Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_96783eb8._.js → 200 (30ms, 25744B)
[2026-03-19T16:37:24.795Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_gallery_page_tsx_7afd8e66._.js → 200 (29ms, 314B)
[2026-03-19T16:37:24.795Z] GET https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,500;0,600;0,700;1,400;1,500&family=Inter:wght@300;400;500;600&display=swap → 200 (?ms, 20018B)
[2026-03-19T16:37:24.795Z] GET http://localhost:3000/videos/HoneyOnBoard.mov → pending (?ms, ?B)
[2026-03-19T16:37:24.795Z] GET http://localhost:3000/videos/YellowDrink.MOV → 206 (30ms, 4334255B)
[2026-03-19T16:37:24.795Z] GET http://localhost:3000/videos/browndrink.MOV → 206 (31ms, ?B)
[2026-03-19T16:37:24.796Z] GET http://localhost:3000/videos/HoneyOnBoard.mov → 206 (31ms, 39453B)
[2026-03-19T16:37:24.805Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-03-19T16:37:24.805Z] GET https://fonts.gstatic.com/s/playfairdisplay/v40/nuFkD-vYSZviVYUb_rj3ij__anPXDTnogkk7yRZrPA.woff2 → 200 (?ms, ?B)
[2026-03-19T16:37:24.806Z] GET https://fonts.gstatic.com/s/playfairdisplay/v40/nuFiD-vYSZviVYUb_rj3ij__anPXDTzYgEM86xQ.woff2 → 200 (?ms, ?B)
[2026-03-19T16:37:24.806Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0348.jpeg&w=640&q=75 → 304 (31ms, ?B)
[2026-03-19T16:37:24.806Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0748.JPEG&w=640&q=75 → 200 (162ms, 25168B)
[2026-03-19T16:37:24.806Z] GET http://localhost:3000/_next/image?url=%2Fimages%2Flogoandboard.png&w=640&q=75 → 200 (129ms, 56932B)
[2026-03-19T16:37:24.806Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0489.JPEG&w=640&q=75 → 200 (32ms, 28502B)
[2026-03-19T16:37:24.807Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0186.JPEG&w=640&q=75 → 200 (31ms, 17532B)
[2026-03-19T16:37:24.807Z] GET http://localhost:3000/_next/image?url=%2Fimages%2Fthree-boards-lineup.jpg&w=640&q=75 → 200 (31ms, 90288B)
[2026-03-19T16:37:24.807Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0262.JPEG&w=640&q=75 → 200 (158ms, 27488B)
[2026-03-19T16:37:24.807Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0643.JPEG&w=640&q=75 → pending (?ms, ?B)
[2026-03-19T16:37:24.807Z] GET http://localhost:3000/_next/image?url=%2Fimages%2Fcharcuterie-board-closeup.jpg&w=640&q=75 → 200 (131ms, 48906B)
[2026-03-19T16:37:24.807Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0504.JPEG&w=640&q=75 → 200 (139ms, 35062B)
[2026-03-19T16:37:24.807Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0600.JPEG&w=640&q=75 → pending (?ms, ?B)
[2026-03-19T16:37:24.808Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0328.JPEG&w=640&q=75 → pending (?ms, ?B)
[2026-03-19T16:37:24.808Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0428.JPEG&w=640&q=75 → 200 (144ms, 35784B)
[2026-03-19T16:37:24.808Z] GET http://localhost:3000/_next/image?url=%2Fimages%2Fvalentineboard.png&w=640&q=75 → 200 (156ms, 83904B)
[2026-03-19T16:37:24.808Z] GET http://localhost:3000/_next/image?url=%2Fimages%2F3boards.png&w=640&q=75 → pending (?ms, ?B)
[2026-03-19T16:37:24.808Z] GET http://localhost:3000/_next/image?url=%2Fimages%2Fboard-with-sign.jpg&w=640&q=75 → 200 (215ms, 41994B)
[2026-03-19T16:37:24.826Z] GET http://localhost:3000/videos/browndrink.MOV → 206 (143ms, ?B)
[2026-03-19T16:37:24.838Z] GET http://localhost:3000/videos/HoneyOnBoard.mov → 206 (133ms, 9738781B)
[2026-03-19T16:37:24.845Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (134ms, 15433B)
[2026-03-19T16:37:24.845Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_e0464970._.js → 200 (176ms, 288B)
[2026-03-19T16:37:24.969Z] GET http://localhost:3000/videos/browndrink.MOV → 206 (54ms, 29146B)
[2026-03-19T16:38:05.118Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_globals_3dde203c.css → 200 (3ms, 44574B)
[2026-03-19T16:38:06.252Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_globals_3dde203c.css → 200 (2ms, 44628B)
[2026-03-19T16:38:13.226Z] GET http://localhost:3000/ → 200 (86ms, 53146B)
[2026-03-19T16:38:13.315Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_globals_3dde203c.css → 200 (4ms, 44628B)
[2026-03-19T16:38:13.315Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_6439aca5._.js → 200 (3ms, 671B)
[2026-03-19T16:38:13.315Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_react-dom_09771519._.js → 200 (39ms, 1048468B)
[2026-03-19T16:38:13.315Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_react-server-dom-turbopack_d02bf5d5._.js → 200 (12ms, 171348B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_next-devtools_index_cb57f504.js → 200 (37ms, 816073B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_compiled_bd962a6d._.js → 200 (11ms, 145631B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_client_a31fcd97._.js → 200 (25ms, 634911B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_52ea5e9f._.js → 200 (21ms, 213608B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/3b8a9_%40swc_helpers_cjs_c61ebb71._.js → 200 (14ms, 2026B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_a0ff3932._.js → 200 (14ms, 734B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/turbopack-Documents_snacksandsipsweb_df805113._.js → 200 (17ms, 75001B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_71eaacc2._.js → 200 (19ms, 129895B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_dist_client_components_builtin_global-error_16a6d191.js → 200 (21ms, 255B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_2a95ea06._.js → 200 (25ms, 68260B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_layout_tsx_16a6d191._.js → 200 (21ms, 341B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/3b8a9_next_051026d0._.js → 200 (37ms, 141416B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_page_tsx_2471385e._.js → 200 (25ms, 49065B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/_next/static/chunks/Documents_snacksandsipsweb_src_app_page_tsx_7afd8e66._.js → 200 (25ms, 327B)
[2026-03-19T16:38:13.316Z] GET https://fonts.googleapis.com/css2?family=Playfair+Display:ital,wght@0,400;0,500;0,600;0,700;1,400;1,500&family=Inter:wght@300;400;500;600&display=swap → 200 (?ms, 20018B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/videos/videodrink.mov → pending (?ms, ?B)
[2026-03-19T16:38:13.316Z] GET http://localhost:3000/videos/videodrink.mov → 206 (37ms, 29098B)
[2026-03-19T16:38:13.324Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, ?B)
[2026-03-19T16:38:13.324Z] GET https://fonts.gstatic.com/s/playfairdisplay/v40/nuFkD-vYSZviVYUb_rj3ij__anPXDTnogkk7yRZrPA.woff2 → 200 (?ms, ?B)
[2026-03-19T16:38:13.325Z] GET https://fonts.gstatic.com/s/playfairdisplay/v40/nuFiD-vYSZviVYUb_rj3ij__anPXDTzYgEM86xQ.woff2 → 200 (?ms, ?B)
[2026-03-19T16:38:13.325Z] GET http://localhost:3000/_next/image?url=%2Fimages%2Fcharcuterie-board-closeup.jpg&w=640&q=75 → 304 (28ms, ?B)
[2026-03-19T16:38:13.325Z] GET http://localhost:3000/_next/image?url=%2Fimages%2FJC6A0489.JPEG&w=640&q=75 → 304 (28ms, ?B)
[2026-03-19T16:38:13.325Z] GET http://localhost:3000/_next/image?url=%2Fimages%2Fvalentineboard.png&w=640&q=75 → 304 (28ms, ?B)
